id,interior_design_concept,location_zip_code,startup_budget,business_profit_rate,average_review_ratings
1850,industrial,95105,45554.17,65.27,2.37
1851,modern,95126,78695.75,29.77,4.24
1852,vintage,95122,68894.8,18.29,4.82
1853,art gallery,95133,40882.67,66.57,2.12
1854,minimalist,95105,35316.45,54.0,1.85
1855,industrial,95138,47412.97,50.36,0.59
1856,art gallery,95106,36961.26,7.62,0.86
1857,minimalist,95140,54034.22,62.74,3.23
1858,industrial,95133,56584.36,85.3,0.34
1859,romantic,95107,45243.71,77.52,4.68
1860,industrial,95110,36422.86,0.34,4.21
1861,minimalist,95135,58759.38,93.02,1.04
1862,romantic,95107,47083.95,27.37,1.86
1863,modern,95120,57090.94,97.61,3.07
1864,vintage,95126,32864.15,46.56,1.87
1865,modern,95125,53408.23,14.76,0.34
1866,romantic,95106,53988.81,95.54,0.05
1867,art gallery,95138,79176.49,88.71,4.95
1868,vintage,95125,42162.73,77.78,2.4
1869,modern,95117,49248.78,44.77,3.24
1870,art gallery,95108,59193.42,10.83,2.92
1871,art gallery,95129,70192.15,50.33,2.46
1872,art gallery,95125,39314.54,65.55,1.09
1873,romantic,95123,38003.06,33.37,1.09
1874,romantic,95131,37840.96,3.04,0.2
1875,minimalist,95136,44844.02,20.19,0.75
1876,minimalist,95109,59014.78,66.0,1.87
1877,industrial,95148,54302.01,10.19,2.68
1878,modern,95122,58476.29,57.51,0.81
1879,modern,95103,45409.53,29.31,2.39
1880,art gallery,95134,51030.68,69.89,0.09
1881,industrial,95103,45682.19,3.03,2.35
1882,vintage,95126,71421.41,80.23,1.36
1883,romantic,95104,67511.7,60.68,4.69
1884,minimalist,95138,37070.16,0.3,4.18
1885,minimalist,95105,48015.52,77.54,0.04
1886,modern,95118,48046.79,27.49,3.57
1887,romantic,95108,31417.76,10.73,1.48
1888,romantic,95139,35455.69,0.76,3.27
1889,art gallery,95123,72550.06,96.66,1.74
1890,industrial,95103,64442.23,6.32,0.81
1891,modern,95131,46573.85,34.07,3.47
1892,minimalist,95104,52366.68,65.3,0.07
1893,industrial,95118,30217.26,1.5,2.56
1894,minimalist,95112,38651.97,26.15,1.34
1895,art gallery,95122,35040.39,65.01,0.14
1896,industrial,95136,52381.02,65.07,1.17
1897,vintage,95132,45431.43,84.81,3.99
1898,romantic,95139,35519.53,45.11,1.39
1899,vintage,95112,34172.17,65.89,4.0
1900,minimalist,95122,74503.8,41.04,4.03
1901,modern,95132,32444.72,98.36,4.91
1902,romantic,95112,52540.57,7.82,3.88
1903,vintage,95135,47576.39,74.19,4.15
1904,art gallery,95110,67910.98,18.86,1.83
1905,minimalist,95136,68525.9,1.82,3.63
1906,vintage,95120,76867.5,59.86,4.15
1907,industrial,95119,69457.23,47.82,0.55
1908,industrial,95109,60561.48,86.44,2.13
1909,romantic,95109,42112.28,51.58,3.75
1910,vintage,95127,50832.41,29.41,1.84
1911,minimalist,95124,40569.07,66.5,3.15
1912,industrial,95119,62368.49,99.94,2.99
1913,romantic,95126,57277.31,9.95,4.06
1914,vintage,95120,56098.27,76.84,4.65
1915,minimalist,95148,31988.21,87.2,1.46
1916,vintage,95104,73143.46,68.11,3.66
1917,romantic,95133,51865.72,2.44,2.91
1918,industrial,95126,68283.77,26.29,4.46
1919,vintage,95110,69913.02,3.3,1.71
1920,vintage,95118,52504.38,2.19,2.37
1921,industrial,95117,79447.23,79.93,1.16
1922,vintage,95103,79531.12,48.65,4.47
1923,modern,95140,77623.73,11.8,3.46
1924,art gallery,95107,38072.09,1.15,2.46
1925,romantic,95136,49440.02,31.8,1.4
1926,vintage,95108,33062.34,54.56,2.52
1927,modern,95126,30599.69,54.62,1.79
1928,industrial,95110,49516.43,44.24,3.28
1929,industrial,95102,43876.15,84.35,3.68
1930,industrial,95107,36210.95,37.61,3.38
1931,vintage,95127,34739.66,36.67,1.9
1932,modern,95126,48802.15,96.94,1.16
1933,romantic,95120,71350.94,47.2,3.98
1934,vintage,95102,35266.81,9.51,1.46
1935,romantic,95116,58950.52,87.65,1.86
1936,modern,95124,46088.58,35.39,3.41
1937,vintage,95108,37373.94,90.19,4.61
1938,minimalist,95126,76083.27,37.33,3.38
1939,minimalist,95102,45662.94,91.53,0.43
1940,vintage,95134,55577.98,14.29,3.25
1941,romantic,95123,62877.07,46.74,4.22
1942,minimalist,95125,77533.1,57.61,3.13
1943,vintage,95120,66228.71,31.15,2.28
1944,industrial,95133,71153.06,79.39,3.97
1945,industrial,95103,56043.6,36.74,0.89
1946,vintage,95105,68358.3,92.33,2.04
1947,vintage,95105,47691.91,78.74,1.72
1948,minimalist,95111,58792.07,79.23,0.48
1949,romantic,95148,30621.16,4.06,3.62
1950,romantic,95138,42868.89,82.21,0.2
1951,modern,95129,31348.93,5.09,0.6
1952,romantic,95118,36688.09,43.88,4.43
1953,minimalist,95109,43296.27,83.1,3.59
1954,modern,95133,63544.1,23.92,0.05
1955,industrial,95136,38294.46,78.26,3.58
1956,romantic,95125,50388.26,98.55,1.25
1957,minimalist,95102,51081.98,20.53,2.03
1958,modern,95140,69605.6,34.91,2.9
1959,industrial,95122,39720.99,14.26,3.16
1960,modern,95136,52510.96,57.19,3.91
1961,industrial,95107,38597.66,28.8,0.28
1962,romantic,95134,47353.02,29.12,4.25
1963,industrial,95139,66258.47,92.29,2.97
1964,vintage,95101,48287.42,79.54,0.22
1965,industrial,95136,76165.85,81.2,3.13
1966,minimalist,95106,32718.57,90.49,3.39
1967,industrial,95138,76563.75,64.21,0.17
1968,minimalist,95119,51729.07,33.58,3.28
1969,minimalist,95109,39959.71,53.94,2.17
1970,romantic,95102,72705.04,79.02,2.41
1971,modern,95132,45300.95,73.71,0.15
1972,vintage,95139,40379.28,51.01,2.5
1973,modern,95123,64099.05,90.38,0.9
1974,romantic,95121,75127.85,92.4,3.51
1975,minimalist,95135,32375.98,49.64,4.37
1976,art gallery,95116,64868.46,93.93,3.99
1977,vintage,95104,57429.81,77.43,4.14
1978,modern,95127,69323.46,23.16,0.8
1979,art gallery,95105,51630.68,80.89,4.99
1980,vintage,95135,68586.76,75.09,4.83
1981,art gallery,95123,51625.11,2.91,3.55
1982,art gallery,95112,55189.44,31.31,4.5
1983,vintage,95116,65369.19,67.25,1.87
1984,art gallery,95112,40285.9,38.9,4.26
1985,industrial,95148,78043.51,85.63,2.58
1986,modern,95133,46147.32,76.36,3.47
1987,modern,95108,31684.68,98.91,3.68
1988,romantic,95121,44824.26,61.97,2.83
1989,art gallery,95116,59131.55,36.21,2.71
1990,romantic,95111,62766.23,14.83,0.96
1991,industrial,95121,74594.5,91.74,0.97
1992,art gallery,95118,47218.74,40.48,4.88
1993,modern,95113,52071.2,93.34,1.52
1994,romantic,95121,67965.76,37.91,3.89
1995,romantic,95108,41950.71,4.22,2.07
1996,romantic,95133,63351.61,80.57,0.91
1997,art gallery,95118,78509.19,37.05,1.08
1998,modern,95101,44079.21,65.29,1.96
1999,industrial,95122,76273.41,93.1,1.72
2000,minimalist,95108,38923.18,38.35,1.69
2001,vintage,95104,63798.54,43.3,1.51
2002,romantic,95133,57543.59,9.55,0.96
2003,minimalist,95108,49931.49,47.27,4.78
2004,modern,95110,61587.72,19.85,3.77
2005,minimalist,95113,65554.14,97.78,2.95
2006,romantic,95126,48382.92,84.24,2.24
2007,minimalist,95109,73851.0,67.97,3.11
2008,minimalist,95128,65767.54,27.26,1.95
2009,minimalist,95116,67197.59,46.29,1.6
2010,art gallery,95122,36702.09,57.46,0.06
2011,art gallery,95136,39781.06,70.84,4.71
2012,vintage,95136,39491.68,80.76,0.82
2013,romantic,95107,36191.54,10.86,3.99
2014,romantic,95110,68559.49,37.34,0.23
2015,modern,95102,71415.26,61.11,0.37
2016,minimalist,95119,68727.93,74.83,0.68
2017,art gallery,95106,53748.29,74.66,0.99
2018,art gallery,95102,49777.14,32.54,1.01
2019,minimalist,95131,42819.64,19.37,4.28
2020,art gallery,95105,71208.51,50.58,1.94
2021,art gallery,95132,70616.67,73.72,1.58
2022,vintage,95103,66715.37,32.28,4.78
2023,vintage,95140,51093.41,41.04,2.55
2024,romantic,95120,74259.34,96.31,2.86
2025,vintage,95117,44730.17,99.02,2.66
2026,vintage,95123,73694.22,36.52,3.74
2027,romantic,95119,75034.52,81.95,2.97
2028,romantic,95119,41309.61,56.1,1.52
2029,industrial,95140,52753.93,18.08,1.95
2030,romantic,95129,46093.4,23.53,0.76
2031,modern,95126,70196.31,98.01,2.25
2032,vintage,95112,50604.83,63.03,4.64
2033,vintage,95109,46364.57,13.86,3.41
2034,vintage,95148,71751.02,11.52,2.15
2035,vintage,95106,69668.58,97.95,0.62
2036,industrial,95128,78667.3,54.15,2.39
2037,minimalist,95109,45441.08,41.56,4.8
2038,art gallery,95138,52134.67,50.32,0.19
2039,modern,95103,62434.4,99.67,0.37
2040,romantic,95112,33801.17,28.08,3.01
2041,art gallery,95135,52862.44,9.76,0.34
2042,romantic,95119,43260.66,59.03,3.11
2043,minimalist,95148,79928.38,0.37,2.16
2044,minimalist,95134,49119.64,49.9,3.38
2045,minimalist,95123,52855.89,87.31,4.34
2046,industrial,95148,49595.77,24.66,4.71
2047,modern,95126,64747.21,52.48,4.97
2048,vintage,95108,40626.03,46.76,3.31
2049,vintage,95103,50204.84,32.94,4.58
2050,industrial,95107,58756.77,35.83,4.38
2051,romantic,95124,78784.02,28.19,2.55
2052,vintage,95101,36058.05,33.67,1.96
2053,industrial,95107,41499.26,1.05,4.45
2054,vintage,95109,68480.89,37.55,0.69
2055,minimalist,95102,67477.76,79.58,4.21
2056,modern,95127,76137.28,96.99,1.19
2057,minimalist,95118,63604.48,18.09,0.47
2058,romantic,95103,58919.54,15.78,3.16
2059,art gallery,95109,42228.62,82.42,3.32
2060,modern,95105,33926.27,23.79,1.22
2061,romantic,95136,41916.9,61.12,3.48
2062,vintage,95120,52382.22,55.81,1.66
2063,minimalist,95118,67718.66,59.33,0.17
2064,industrial,95112,38050.29,19.51,0.66
2065,minimalist,95110,45487.13,8.08,1.36
2066,minimalist,95113,41290.1,75.23,3.25
2067,romantic,95138,77305.5,92.66,1.95
2068,industrial,95124,72798.83,44.32,3.6
2069,modern,95123,67723.56,21.81,4.92
2070,art gallery,95129,78285.11,47.75,3.46
2071,minimalist,95111,72488.89,36.3,3.96
2072,art gallery,95148,79297.2,9.84,3.33
2073,modern,95135,49261.58,37.53,0.83
2074,art gallery,95121,51946.24,36.78,2.76
2075,art gallery,95127,57114.44,12.23,3.83
2076,industrial,95119,57099.8,53.75,4.47
2077,vintage,95127,41987.62,12.43,2.63
2078,art gallery,95117,56868.87,38.64,0.79
2079,art gallery,95129,40105.7,37.88,0.16
2080,industrial,95123,48838.34,23.5,2.9
2081,modern,95105,75654.26,84.32,3.29
2082,art gallery,95111,65424.66,18.45,1.17
2083,industrial,95124,76732.4,44.75,0.74
2084,vintage,95117,72614.97,65.39,4.7
2085,industrial,95136,36528.33,43.28,4.57
2086,modern,95102,70531.27,48.38,1.32
2087,industrial,95119,76083.79,31.09,3.34
2088,industrial,95120,77191.76,46.85,1.4
2089,art gallery,95134,76893.65,16.72,1.7
2090,vintage,95128,76792.97,72.81,3.47
2091,vintage,95121,51590.56,21.52,0.24
2092,vintage,95121,56934.76,43.47,1.55
2093,minimalist,95133,42436.9,17.03,1.01
2094,vintage,95134,61925.0,13.73,1.3
2095,industrial,95120,50761.49,8.54,1.1
2096,romantic,95136,57379.87,19.04,3.23
2097,modern,95122,75447.31,31.59,2.11
2098,modern,95128,68193.02,45.02,1.04
2099,art gallery,95111,52500.97,77.11,1.45
2100,modern,95126,41173.58,30.3,0.64
2101,modern,95134,43414.18,25.11,2.15
2102,vintage,95102,58441.67,64.83,4.73
2103,modern,95131,72735.65,90.39,3.83
2104,romantic,95140,56587.44,99.55,2.17
2105,romantic,95121,69991.49,37.04,1.35
2106,modern,95125,56721.93,86.5,0.07
2107,romantic,95139,30057.79,4.51,4.21
2108,art gallery,95120,44697.56,19.66,2.86
2109,industrial,95148,78749.49,77.89,2.67
2110,vintage,95101,46163.65,71.01,1.5
2111,vintage,95123,49073.01,48.99,2.42
2112,modern,95102,56596.05,83.52,4.44
2113,art gallery,95133,63908.46,89.86,3.58
2114,industrial,95128,64163.17,5.33,3.28
2115,romantic,95104,47494.15,0.49,3.3
2116,minimalist,95127,48474.98,67.17,3.63
2117,modern,95112,62919.54,57.8,3.91
2118,art gallery,95109,32908.27,77.02,1.48
2119,art gallery,95140,65964.11,81.19,1.54
2120,art gallery,95132,64654.17,13.72,0.72
2121,modern,95136,30465.98,36.73,3.6
2122,modern,95148,65816.81,82.86,3.34
2123,industrial,95120,49427.76,3.2,2.85
2124,minimalist,95121,61667.58,48.14,3.49
2125,minimalist,95112,68064.12,25.15,4.4
2126,vintage,95124,35454.02,50.87,2.04
2127,modern,95134,45574.01,18.53,2.14
2128,art gallery,95126,63394.47,38.45,0.14
2129,modern,95109,67459.69,98.39,3.07
2130,romantic,95105,30811.54,86.31,4.44
2131,art gallery,95136,58738.52,65.06,2.64
2132,modern,95103,54841.39,95.14,4.06
2133,minimalist,95106,55821.11,0.57,4.4
2134,minimalist,95101,46648.42,96.75,1.31
2135,industrial,95109,54284.27,34.26,3.41
2136,modern,95102,38807.43,76.28,4.63
2137,industrial,95113,44854.68,9.5,4.04
2138,art gallery,95106,38541.06,32.02,2.45
2139,art gallery,95112,55747.25,31.86,3.18
2140,art gallery,95117,72165.39,24.02,2.29
2141,industrial,95121,36562.33,97.49,3.09
2142,minimalist,95135,31195.48,26.04,3.64
2143,minimalist,95148,31715.84,91.84,1.82
2144,industrial,95134,71479.25,45.52,2.71
2145,industrial,95112,61923.2,69.74,1.26
2146,vintage,95102,34612.62,1.19,0.65
2147,art gallery,95128,70876.9,11.22,2.37
2148,minimalist,95139,38232.65,18.42,1.37
2149,minimalist,95106,79238.66,80.91,4.63
2150,modern,95104,79508.65,74.27,1.24
2151,art gallery,95134,32602.18,59.79,4.6
2152,romantic,95138,69712.86,36.72,1.27
2153,vintage,95116,79137.23,90.21,4.49
2154,minimalist,95131,32704.19,78.67,4.57
2155,vintage,95140,79705.99,83.08,4.23
2156,minimalist,95136,73125.88,99.49,1.03
2157,romantic,95117,47279.38,49.84,4.51
2158,minimalist,95136,72597.76,97.99,2.14
2159,romantic,95107,36416.73,59.42,0.62
2160,minimalist,95113,45153.32,90.88,4.42
2161,art gallery,95104,41201.35,65.24,3.73
2162,industrial,95106,52834.86,30.22,4.0
2163,minimalist,95129,70475.75,37.68,0.65
2164,vintage,95126,34201.57,95.61,0.7
2165,industrial,95123,38143.19,68.92,3.88
2166,romantic,95116,52404.32,38.52,4.73
2167,art gallery,95148,62018.31,82.29,2.21
2168,industrial,95140,47677.69,68.25,4.99
2169,minimalist,95132,35935.34,42.17,1.08
2170,modern,95112,51260.88,20.35,4.02
2171,vintage,95118,74599.67,39.53,2.18
2172,minimalist,95129,48033.68,40.17,2.58
2173,industrial,95109,63796.19,72.53,3.03
2174,minimalist,95103,70731.14,10.26,0.74
2175,romantic,95123,73153.04,80.21,2.44
2176,industrial,95104,57402.56,6.89,0.03
2177,modern,95139,65170.74,9.99,0.67
2178,modern,95117,40730.05,74.57,2.89
2179,industrial,95134,43747.14,99.51,2.41
2180,art gallery,95126,53809.93,65.03,0.25
2181,industrial,95105,70462.61,16.07,4.31
2182,modern,95127,53797.02,82.39,3.4
2183,art gallery,95104,54498.27,70.26,3.51
2184,romantic,95132,63822.88,46.4,4.64
2185,vintage,95107,50484.75,78.64,1.22
2186,art gallery,95139,52430.72,77.17,4.58
2187,romantic,95138,51211.09,52.36,0.36
2188,art gallery,95139,41476.39,75.6,1.14
2189,modern,95133,44730.73,80.16,4.83
2190,modern,95102,44752.57,19.47,3.37
2191,romantic,95109,46824.89,59.4,3.08
2192,industrial,95125,42006.71,47.09,2.39
2193,industrial,95126,55767.57,96.1,2.23
2194,modern,95136,46129.56,52.98,4.67
2195,minimalist,95116,34148.7,0.87,3.12
2196,industrial,95109,57760.98,60.6,2.53
2197,minimalist,95134,74740.76,24.97,4.19
2198,romantic,95138,73278.59,40.92,1.46
2199,vintage,95101,51898.35,75.32,4.77
2200,modern,95128,69043.6,32.3,3.48
2201,minimalist,95113,55953.9,55.57,0.03
2202,romantic,95116,59923.96,43.22,2.43
2203,industrial,95129,42541.96,13.67,1.11
2204,vintage,95129,30821.35,80.91,2.26
2205,industrial,95131,39797.49,12.58,4.6
2206,minimalist,95123,69057.72,19.13,4.5
2207,romantic,95127,41052.88,59.47,2.54
2208,romantic,95139,42436.31,83.48,3.28
2209,vintage,95139,76264.1,69.54,1.52
2210,art gallery,95111,36661.55,74.23,1.37
2211,art gallery,95112,30059.51,41.73,4.22
2212,romantic,95124,59385.94,65.85,2.78
2213,romantic,95108,33568.75,35.79,4.98
2214,art gallery,95106,43837.43,49.26,2.83
2215,modern,95125,76661.57,90.59,2.17
2216,industrial,95116,38278.49,14.25,4.68
2217,minimalist,95135,42056.25,25.09,1.26
2218,industrial,95123,53150.5,11.96,4.11
2219,modern,95117,51747.55,29.41,0.2
2220,industrial,95108,71792.46,40.33,0.32
2221,minimalist,95117,55607.09,3.99,1.54
2222,minimalist,95102,54928.3,6.33,2.61
2223,minimalist,95122,70613.45,86.17,0.75
2224,romantic,95133,47418.47,11.6,4.79
2225,modern,95122,53809.21,23.74,4.7
2226,romantic,95101,71231.52,86.72,3.14
2227,art gallery,95123,39380.85,57.53,1.98
2228,vintage,95148,56901.0,43.46,2.99
2229,vintage,95123,79866.34,20.88,4.76
2230,minimalist,95106,61780.14,4.97,3.52
2231,minimalist,95111,34482.98,25.75,2.91
2232,romantic,95131,48650.88,73.53,0.13
2233,industrial,95127,71974.61,43.29,1.39
2234,modern,95106,52194.69,37.15,4.05
2235,romantic,95104,48761.57,92.75,3.42
2236,minimalist,95103,46263.27,8.4,0.33
2237,minimalist,95116,75700.4,99.91,4.18
2238,vintage,95124,44579.25,99.65,4.32
2239,vintage,95106,74298.7,2.51,1.81
2240,vintage,95135,50440.94,97.44,2.83
2241,romantic,95124,60269.13,13.9,3.87
2242,vintage,95139,51451.43,65.73,1.31
2243,art gallery,95123,57472.15,74.42,2.59
2244,modern,95101,79640.42,90.94,1.32
2245,minimalist,95125,78993.21,31.51,0.27
2246,industrial,95101,34339.95,29.64,0.73
2247,industrial,95107,59875.57,71.64,3.62
2248,industrial,95113,59115.7,56.09,1.92
2249,vintage,95126,43791.16,9.5,1.7
2250,vintage,95148,44614.78,73.94,3.71
2251,art gallery,95112,46871.5,76.17,3.82
2252,minimalist,95103,47811.09,7.89,3.1
2253,vintage,95133,36706.49,68.99,2.27
2254,vintage,95109,57142.59,62.68,0.86
2255,industrial,95128,74462.12,75.05,2.13
2256,modern,95103,72517.45,62.12,0.06
2257,industrial,95122,57121.54,98.35,1.79
2258,romantic,95123,53991.56,65.17,2.38
2259,minimalist,95123,38873.39,97.15,1.83
2260,modern,95124,64436.58,58.82,4.42
2261,modern,95110,66193.01,38.97,3.02
2262,modern,95139,75074.91,68.27,0.6
2263,vintage,95113,45254.1,6.75,4.82
2264,vintage,95107,35302.01,86.42,1.84
2265,vintage,95117,55274.1,73.32,1.23
2266,vintage,95105,36570.74,38.68,0.02
2267,modern,95107,45824.35,41.18,4.98
2268,romantic,95112,61569.9,71.13,4.44
2269,romantic,95125,72908.79,98.5,2.7
2270,industrial,95140,36989.74,94.95,1.88
2271,romantic,95135,57857.52,78.33,3.82
2272,art gallery,95110,51469.84,32.62,0.04
2273,minimalist,95135,68480.37,82.18,0.5
2274,modern,95133,58628.26,51.15,3.84
2275,minimalist,95101,73572.59,86.82,1.0
2276,industrial,95121,76252.82,16.2,3.72
2277,modern,95122,38029.51,40.25,0.7
2278,industrial,95116,76548.52,77.45,4.88
2279,romantic,95108,48862.34,56.68,2.96
2280,modern,95138,41566.45,30.02,4.4
2281,modern,95109,63302.14,71.71,0.7
2282,art gallery,95129,66359.46,16.8,3.45
2283,industrial,95109,53883.04,59.71,2.9
2284,art gallery,95125,49422.67,37.63,4.67
2285,minimalist,95136,78110.9,69.57,2.16
2286,industrial,95113,77799.3,10.39,4.55
2287,minimalist,95138,48940.14,18.3,2.36
2288,vintage,95136,71564.12,98.12,1.59
2289,vintage,95122,55396.58,54.63,0.12
2290,vintage,95111,39016.74,3.93,4.76
2291,modern,95109,32768.18,90.2,4.18
2292,romantic,95131,48999.92,91.53,4.37
2293,minimalist,95129,75983.78,44.43,2.34
2294,art gallery,95101,33941.2,68.77,2.76
2295,romantic,95132,56259.13,35.24,0.72
2296,art gallery,95124,71841.1,24.56,2.79
2297,vintage,95117,37487.59,23.79,1.26
2298,vintage,95138,76807.69,8.93,1.22
2299,romantic,95128,48338.52,46.66,2.87
2300,minimalist,95136,71673.23,62.74,0.82
2301,modern,95126,59898.45,70.98,0.32
2302,minimalist,95132,63104.12,1.9,3.32
2303,industrial,95138,60111.78,38.02,2.65
2304,art gallery,95135,55343.41,27.99,2.15
2305,vintage,95126,58394.73,5.16,1.13
2306,romantic,95133,67008.54,7.67,3.47
2307,romantic,95139,53952.75,12.76,0.75
2308,minimalist,95148,44171.17,1.06,3.79
2309,modern,95127,43256.4,94.56,1.61
2310,art gallery,95109,44206.25,75.1,4.42
2311,romantic,95148,65030.97,64.65,2.2
2312,minimalist,95127,70437.43,95.21,1.39
2313,art gallery,95111,38102.06,4.1,4.62
2314,vintage,95113,48241.89,16.14,4.02
2315,minimalist,95105,37332.85,48.82,1.75
2316,art gallery,95148,58952.22,36.53,0.95
2317,modern,95106,62661.86,14.8,4.86
2318,romantic,95125,45696.57,37.36,2.93
2319,vintage,95126,65418.59,94.9,2.89
2320,industrial,95132,42604.23,80.55,0.89
2321,romantic,95148,58509.03,85.77,4.64
2322,romantic,95126,60830.56,76.4,0.35
2323,industrial,95108,36929.81,39.36,1.26
2324,modern,95110,77261.3,68.61,1.64
2325,modern,95123,54611.32,70.62,3.53
2326,minimalist,95124,36078.63,30.81,2.92
2327,art gallery,95116,62989.11,29.01,1.19
2328,romantic,95109,39349.49,91.07,1.32
2329,vintage,95136,45572.39,7.42,3.05
2330,minimalist,95112,75234.68,3.63,4.31
2331,art gallery,95112,35275.6,59.27,3.18
2332,art gallery,95104,42347.55,81.33,0.59
2333,vintage,95140,38570.08,28.46,2.74
2334,modern,95120,44191.87,1.65,3.25
2335,minimalist,95116,45546.88,7.57,3.15
2336,romantic,95139,44060.52,76.87,3.71
2337,art gallery,95104,60894.71,78.46,1.14
2338,romantic,95131,34370.33,81.42,4.08
2339,modern,95111,68728.11,92.01,4.54
2340,minimalist,95136,56096.4,93.32,0.24
2341,art gallery,95117,63641.53,82.8,3.21
2342,vintage,95132,68470.8,99.21,4.26
2343,modern,95132,60011.41,44.98,2.14
2344,industrial,95118,31507.72,67.99,0.34
2345,art gallery,95125,37581.64,57.88,1.72
2346,industrial,95136,44227.22,15.8,1.28
2347,art gallery,95107,75327.92,22.46,1.47
2348,vintage,95112,31723.28,27.28,2.02
2349,modern,95140,47447.09,81.3,1.01
2350,romantic,95102,69936.91,24.83,0.15
2351,art gallery,95126,36611.68,41.53,0.33
2352,minimalist,95122,49988.39,83.97,2.35
2353,industrial,95105,34144.05,26.12,0.44
2354,industrial,95119,48368.18,90.08,1.24
2355,modern,95101,73487.87,60.17,1.72
2356,vintage,95116,45187.21,86.16,3.89
2357,minimalist,95136,57423.2,17.26,4.39
2358,art gallery,95134,47501.52,72.67,4.65
2359,industrial,95134,31709.8,3.29,3.17
2360,art gallery,95148,75283.72,3.47,4.69
2361,industrial,95124,74811.8,11.57,0.72
2362,industrial,95106,74877.87,76.55,3.8
2363,romantic,95131,30007.31,16.39,3.66
2364,romantic,95132,44377.13,58.21,4.39
2365,art gallery,95132,68961.27,97.8,3.94
2366,vintage,95128,43345.84,42.07,4.71
2367,romantic,95107,62540.17,25.51,0.55
2368,art gallery,95111,45593.58,91.57,4.19
2369,vintage,95122,74629.21,63.44,1.93
2370,art gallery,95125,67051.6,49.36,3.89
2371,minimalist,95117,63707.3,97.77,1.81
2372,art gallery,95117,51766.13,83.91,0.15
2373,minimalist,95121,46192.36,24.59,0.51
2374,modern,95120,31053.24,25.1,0.83
2375,industrial,95128,30207.76,8.75,4.58
2376,art gallery,95102,70006.29,83.45,3.1
2377,art gallery,95148,67071.93,82.33,2.38
2378,vintage,95132,48043.75,96.35,3.5
2379,romantic,95105,39006.96,97.54,0.29
2380,minimalist,95120,67809.79,64.02,2.45
2381,modern,95107,72115.68,36.5,4.23
2382,art gallery,95148,66078.12,88.93,0.67
2383,romantic,95111,63013.97,80.3,1.23
2384,industrial,95125,56888.32,21.49,3.52
2385,industrial,95139,35479.25,96.95,0.53
2386,art gallery,95116,50208.52,7.38,3.69
2387,modern,95121,50672.56,69.28,0.03
2388,romantic,95101,39422.14,22.13,0.4
2389,minimalist,95136,78476.95,52.36,1.88
2390,romantic,95111,36600.61,17.34,4.78
2391,vintage,95109,78979.14,60.12,3.12
2392,industrial,95118,69930.22,46.85,2.27
2393,vintage,95126,31913.8,67.22,2.39
2394,minimalist,95132,48791.91,83.32,3.51
2395,industrial,95104,61325.5,14.4,2.89
2396,art gallery,95127,53085.45,22.01,4.99
2397,minimalist,95123,49576.37,49.98,2.95
2398,industrial,95106,63670.43,13.27,1.38
2399,industrial,95128,60538.94,88.77,3.66
2400,art gallery,95123,53162.26,92.05,2.87
2401,romantic,95108,77048.64,10.77,1.78
2402,vintage,95122,50078.63,14.63,4.08
2403,modern,95139,78411.98,47.18,2.77
2404,minimalist,95127,56833.59,11.19,0.09
2405,romantic,95120,63847.88,3.21,1.15
2406,industrial,95112,43457.14,0.4,1.45
2407,minimalist,95110,55722.69,30.9,1.51
2408,industrial,95109,73760.36,73.28,3.76
2409,art gallery,95106,65749.15,32.14,1.36
2410,art gallery,95126,40831.25,88.53,2.15
2411,industrial,95123,53682.25,43.59,0.1
2412,vintage,95123,34789.3,1.58,1.22
2413,art gallery,95122,36140.09,48.99,1.06
2414,modern,95120,76283.78,17.78,3.98
2415,vintage,95109,57309.84,97.13,1.74
2416,modern,95109,77515.45,84.06,2.28
2417,modern,95107,53781.14,21.1,0.77
2418,art gallery,95116,47958.27,54.08,0.17
2419,minimalist,95121,61170.69,80.63,1.76
2420,vintage,95126,45389.21,84.3,4.18
2421,minimalist,95139,66771.46,63.69,4.81
2422,romantic,95111,55420.57,25.07,1.79
2423,minimalist,95123,60243.77,89.87,0.53
2424,romantic,95140,52948.71,22.37,3.34
2425,industrial,95111,33383.79,71.91,2.86
2426,romantic,95108,46010.98,98.03,3.89
2427,modern,95148,37408.56,9.72,3.29
2428,vintage,95148,49485.53,9.59,4.7
2429,modern,95129,36789.14,25.16,2.65
2430,minimalist,95136,33298.78,50.24,0.35
2431,vintage,95136,60696.93,93.12,2.13
2432,modern,95123,57389.67,91.99,1.29
2433,industrial,95109,45979.68,70.18,2.41
2434,minimalist,95131,62279.54,60.18,4.37
2435,vintage,95138,51954.04,31.63,3.98
2436,vintage,95113,42868.94,94.4,0.54
2437,romantic,95119,73514.37,36.48,2.04
2438,art gallery,95129,31484.96,5.33,0.78
2439,minimalist,95113,64432.39,85.32,1.78
2440,minimalist,95117,65603.94,69.01,2.66
2441,industrial,95123,53375.08,38.12,1.31
2442,modern,95126,32541.18,27.94,4.44
2443,industrial,95113,44902.38,45.58,3.3
2444,vintage,95118,39983.15,12.97,3.06
2445,romantic,95118,57681.7,25.63,2.05
2446,vintage,95105,53031.6,51.66,4.51
2447,modern,95139,77034.78,13.94,3.5
2448,modern,95127,74301.88,66.39,2.6
2449,art gallery,95120,44928.77,76.41,1.94
2450,industrial,95120,68854.78,62.55,2.69
2451,vintage,95133,66265.1,43.43,2.89
